Date/Time,Depth water [m],Sal,Temp [°C],pH,O2 [µmol/l],Chl a [µg/l],[PO4]3- [µmol/l],Si(OH)4 [µmol/l],[NH4]+ [µmol/l],[NO2]- [µmol/l],[NO3]- [µmol/l],DON [µmol/l],DOP [µmol/l],SPM [mg/l]
2000-09-21T07:55,1,31.07,14.03,8.15,,4.04,0.46,0.86,2.68,0.03,0.65,15.98,0.15,2.48
2000-09-25T08:50,1,31.01,12.94,8.05,,5.47,0.45,1.08,1.29,0.15,0.64,17.26,0.13,4.40
2000-09-28T08:00,1,30.96,13.59,8.13,,5.69,0.44,3.16,2.76,0.07,0.50,17.00,0.09,2.60
2000-11-02T08:10,1,30.14,10.05,8.02,,5.28,0.88,9.82,7.90,1.16,13.00,25.19,0.16,26.48
2000-11-09T08:15,1,29.79,9.00,8.02,,2.90,0.81,12.94,8.79,1.52,17.16,14.51,0.19,26.71
2000-11-13T08:20,1,29.64,8.10,8.01,,5.22,0.83,13.89,8.79,1.75,17.36,14.63,0.09,42.95
2000-11-16T08:30,1,29.90,8.12,8.03,,5.94,0.97,16.63,7.79,1.76,19.08,13.13,0.09,30.87
2000-11-20T08:55,1,30.40,7.80,8.03,,3.09,1.12,14.49,8.12,1.60,17.14,17.65,0.13,24.62
2000-11-23T08:30,1,29.52,6.83,8.04,,5.58,1.03,18.16,7.40,2.26,22.48,17.84,,
2000-11-27T08:30,1,29.15,6.30,8.00,,5.53,0.99,19.15,9.35,2.74,25.79,16.32,,32.73
2000-11-30T08:35,1,29.20,6.90,7.95,,4.15,1.11,20.56,7.70,2.75,26.41,17.45,,32.33
2000-12-04T08:30,1,29.44,7.08,7.95,,3.09,1.22,19.38,7.08,2.73,25.90,14.02,,16.30
2000-12-07T08:35,1,29.74,7.28,7.97,,3.20,1.21,20.03,6.61,2.66,26.03,9.28,,34.22
2000-12-11T08:35,1,29.03,7.33,7.98,,3.62,1.16,21.82,6.91,3.32,30.71,13.35,,38.28
2000-12-18T08:35,1,29.42,6.71,7.96,,3.20,1.34,21.32,5.94,2.99,30.01,13.41,,
2000-12-21T10:25,1,29.37,5.21,8.01,,4.03,1.04,23.91,7.13,3.05,32.20,10.08,,11.94
2001-01-04T08:45,1,30.12,2.84,7.98,,2.38,1.08,21.63,6.42,2.22,27.75,15.66,0.07,21.33
2001-01-11T08:35,1,28.60,2.77,7.98,,1.66,0.92,29.27,5.40,2.14,36.87,13.54,0.26,20.61
2001-01-18T08:50,1,29.03,1.91,8.05,,2.38,1.19,34.96,6.47,2.81,35.17,6.13,0.01,24.08
2001-01-25T08:50,1,28.26,1.43,8.06,,3.20,1.08,33.39,6.69,2.70,39.78,3.76,0.06,30.80
2001-01-31T10:35,1,28.25,1.88,7.99,,1.66,1.14,33.62,6.56,2.66,40.02,12.98,0.19,16.75
2001-02-08T08:40,1,27.78,1.43,8.02,,2.49,1.11,34.68,6.83,2.42,43.13,12.19,0.11,19.61
2001-02-15T08:40,1,29.05,1.79,8.03,,2.38,,29.32,6.07,1.93,39.42,14.56,,22.34
2001-02-22T08:55,1,26.96,3.22,8.06,,4.03,1.08,42.62,6.48,2.09,50.73,14.01,0.09,30.56
2001-02-26T08:00,1,27.74,1.77,8.08,,4.03,1.05,35.12,5.79,1.91,47.34,7.74,0.07,26.19
2001-03-01T09:15,1,27.62,1.41,8.05,,4.03,1.02,35.66,5.35,1.87,49.03,10.87,0.27,24.08
2001-03-05T08:35,1,28.45,0.99,8.07,,4.03,0.94,32.86,4.62,1.62,43.31,,0.21,25.21
2001-03-08T08:50,1,27.12,0.82,8.07,,4.86,0.87,36.04,4.10,1.63,50.06,6.98,0.18,17.39
2001-03-12T08:40,1,28.65,2.75,8.10,,8.90,0.75,27.03,2.81,1.41,42.38,9.46,0.19,23.16
2001-03-15T08:25,1,28.24,3.51,8.06,,9.61,0.69,20.01,1.85,1.39,43.56,10.32,0.13,12.21
2001-03-22T08:35,1,26.51,1.83,8.23,,31.33,0.16,7.59,0.40,1.05,41.44,12.38,0.80,87.39
2001-03-26T11:15,1,26.10,2.11,8.29,,64.21,0.05,0.48,0.32,0.94,33.09,14.23,0.31,90.28
2001-03-29T08:30,1,28.04,2.07,8.40,,32.98,0.01,0.18,0.16,0.86,21.95,12.85,0.27,20.60
2001-04-02T08:35,1,29.24,3.43,8.48,,12.82,0.01,0.20,0.47,0.67,17.14,12.83,0.32,7.96
2001-04-05T08:35,1,29.56,4.43,8.41,,24.09,0.07,0.20,0.96,0.58,17.55,11.81,0.21,8.03
2001-04-09T08:20,1,28.41,5.98,8.37,,8.07,0.08,0.70,1.21,0.63,19.37,12.76,0.26,8.00
2001-04-12T08:45,1,28.68,5.81,8.36,,6.52,0.05,0.64,1.01,0.60,20.37,11.55,0.29,8.34
2001-05-03T08:25,1,28.06,10.08,8.40,,12.55,0.04,0.24,0.90,0.17,1.56,16.13,0.37,4.96
2001-05-07T07:55,1,28.09,10.94,8.31,,4.53,0.03,0.36,0.72,0.08,0.16,19.80,0.51,13.45
2001-05-10T08:00,1,28.69,11.12,8.31,,2.86,0.06,0.24,1.67,0.17,3.22,17.99,0.36,3.51
2001-05-14T07:50,1,29.18,12.53,8.27,,3.88,0.07,0.30,2.72,0.28,6.92,15.30,0.37,1.63
2001-05-17T07:45,1,29.10,13.09,8.19,,3.49,0.05,0.49,2.76,0.27,6.24,16.59,0.64,3.96
2001-06-07T07:45,1,29.77,13.33,8.18,,4.99,0.05,0.37,0.35,0.03,0.10,19.17,0.54,15.84
2001-06-11T07:55,1,30.16,13.86,8.21,,4.28,0.00,0.15,0.28,0.01,0.02,17.71,0.52,2.62
2001-06-14T08:00,1,30.07,13.77,8.17,,4.52,0.06,0.24,0.55,0.02,0.04,17.10,0.47,2.82
2001-06-18T08:00,1,29.87,14.67,8.05,,3.49,0.13,0.87,1.15,0.03,0.05,18.99,0.61,4.22
2001-06-21T08:00,1,30.04,14.60,8.07,,3.84,0.12,1.27,1.02,0.06,0.23,19.79,0.69,3.44
2001-06-25T07:50,1,30.33,14.66,8.09,,3.33,0.13,1.70,1.04,0.06,0.12,16.25,0.50,1.70
2001-06-28T07:45,1,30.42,16.20,8.08,,4.17,0.10,2.07,0.49,0.01,0.01,17.31,0.55,3.08
2001-07-02T07:55,1,30.27,17.65,8.08,,3.97,0.26,2.69,0.47,0.02,0.00,19.48,0.59,6.08
2001-07-05T08:00,1,30.31,18.93,8.03,,5.39,0.26,3.49,0.61,0.01,0.00,16.91,0.60,9.04
2001-07-09T14:02,1,30.42,19.94,8.14,,4.46,0.20,4.67,0.29,0.02,0.00,16.46,0.51,7.94
2001-07-12T11:02,1,30.49,18.31,8.15,,4.03,0.27,18.88,0.22,0.02,0.00,16.39,0.45,8.00
2001-07-18T07:45,1,30.47,18.33,8.11,,4.19,0.49,5.30,0.01,0.01,0.00,18.55,0.52,8.20
2001-07-23T13:50,1,30.19,18.98,8.20,,2.24,0.35,1.19,0.06,0.02,0.00,17.25,0.45,4.22
2001-07-26T07:47,1,30.16,19.58,8.25,,2.73,0.38,0.66,0.17,0.01,0.01,17.05,0.44,2.34
2001-07-30T07:50,1,30.21,20.74,8.17,,3.35,0.49,0.66,1.39,0.05,0.00,17.13,0.47,1.71
2001-08-02T07:40,1,30.43,19.42,8.19,,3.75,0.71,0.93,0.28,0.02,0.00,19.90,0.50,2.19
2001-08-09T07:55,1,30.00,18.54,8.25,,4.36,0.56,0.67,0.23,0.00,0.05,14.22,0.39,3.11
2001-08-13T07:55,1,29.83,17.78,8.17,,3.25,0.61,0.65,0.22,0.01,0.06,14.61,0.40,2.93
2001-08-16T07:45,1,29.75,19.46,8.04,,2.59,0.64,1.79,0.51,0.02,0.06,16.58,0.50,2.65
2001-08-20T07:50,1,29.49,19.28,8.11,,3.26,0.65,1.06,0.15,0.03,0.03,15.55,0.41,1.81
2001-08-23T07:40,1,29.79,19.60,8.12,,3.31,0.59,0.55,0.73,0.02,0.02,13.73,0.39,1.43
2001-08-27T08:00,1,29.73,20.31,8.12,,3.96,0.62,0.79,0.54,0.02,0.07,14.50,0.35,2.09
2001-08-30T07:50,1,29.89,17.72,8.12,,5.07,0.76,2.69,0.80,0.04,0.05,18.16,0.39,8.89
2001-09-03T10:30,1,29.77,17.05,8.11,,4.23,0.73,1.88,1.09,0.05,0.13,17.47,0.41,5.00
2001-09-06T07:50,1,29.72,17.28,8.15,,5.56,0.75,1.12,0.65,0.03,0.19,16.53,0.34,4.38
2001-09-10T07:30,1,29.46,15.03,8.11,,5.29,0.81,2.16,1.63,0.12,0.41,16.09,0.36,5.92
2001-09-13T07:50,1,29.48,14.88,8.09,,4.61,0.72,1.98,1.89,0.16,0.60,18.83,0.41,7.93
2001-09-17T07:44,1,29.02,14.65,8.11,,6.05,0.75,3.56,2.44,0.35,1.29,17.24,0.36,4.10
2001-09-20T07:55,1,29.13,14.35,8.05,,4.38,0.71,2.77,2.11,0.26,1.40,19.12,0.40,5.97
2001-10-22T07:50,1,28.69,13.21,8.13,,5.28,1.03,9.02,9.93,1.67,12.25,15.61,0.23,5.14
2001-10-25T08:35,1,28.85,12.14,8.12,,4.90,0.91,4.82,7.68,1.42,11.95,16.11,0.23,4.94
2001-10-29T08:40,1,28.07,11.66,8.13,,6.90,1.13,11.66,10.47,2.10,14.96,17.01,0.21,7.77
2001-11-05T08:35,1,28.06,10.88,8.16,,4.40,1.00,16.55,11.42,3.04,19.13,15.81,0.10,45.31
2001-11-08T10:12,1,27.74,8.77,8.19,,5.10,0.90,18.59,11.52,3.38,19.48,16.69,0.26,24.94
2001-11-12T08:38,1,28.21,7.59,8.16,,5.30,0.90,18.87,10.90,3.07,19.53,15.33,0.21,23.39
2001-11-15T08:23,1,27.25,5.64,8.10,,4.30,0.79,22.24,12.90,4.00,22.18,17.27,0.25,28.98
2001-11-19T08:34,1,27.85,6.95,8.04,,5.40,0.90,23.02,11.17,3.36,23.14,17.04,0.23,13.04
2001-11-22T09:05,1,28.50,7.24,8.05,,4.00,0.92,21.22,9.57,3.13,22.14,14.73,0.18,11.46
2001-11-26T08:35,1,28.63,6.62,8.06,,3.10,0.91,21.71,9.30,3.23,22.36,14.08,0.19,20.23
2001-11-29T08:40,1,27.17,5.31,8.02,,3.10,0.86,26.33,11.87,4.39,26.23,16.78,0.25,11.87
2001-12-03T08:25,1,27.22,5.66,8.01,,3.60,0.92,29.58,10.30,4.27,28.87,15.73,0.18,27.74
2001-12-06T08:15,1,27.84,5.48,8.03,,5.60,1.01,29.14,7.56,2.79,31.10,15.71,0.18,16.08
2001-12-10T08:35,1,28.41,5.25,8.04,,3.10,1.06,26.93,5.68,1.66,32.20,15.32,0.20,12.04
2001-12-13T08:20,1,26.61,3.71,7.98,,,1.00,35.74,9.44,3.88,38.69,14.36,0.19,9.07
2001-12-17T08:30,1,27.00,2.97,8.00,,,1.04,34.26,7.59,2.65,40.74,,0.22,10.12
2001-12-20T08:40,1,27.44,3.02,8.07,,,1.07,33.18,6.11,1.85,41.15,12.95,0.21,12.92
2002-01-03T08:40,1,26.54,0.46,8.09,,4.01,1.06,42.27,5.68,1.54,29.21,33.39,0.17,36.08
2002-01-07T08:35,1,27.83,1.01,7.99,,3.42,1.09,31.99,3.93,0.62,42.93,13.55,0.14,24.46
2002-01-10T08:35,1,26.60,0.62,8.00,,2.58,1.11,35.71,4.42,0.95,46.83,16.64,0.14,15.68
2002-01-14T08:40,1,26.53,0.98,7.99,,3.18,1.05,36.65,4.67,1.02,49.07,16.51,0.18,27.36
2002-01-17T08:40,1,27.29,1.89,7.97,,3.27,1.15,36.32,3.41,0.51,47.57,13.80,0.16,29.60
2002-01-21T08:43,1,28.02,3.20,7.94,,2.62,1.22,32.69,3.02,0.23,47.13,12.39,0.16,27.48
2002-01-24T08:39,1,27.28,3.68,7.98,,3.20,1.26,37.34,3.54,0.42,50.21,13.31,0.12,31.05
2002-01-31T08:40,1,26.76,4.76,8.00,,5.68,1.06,39.52,4.40,0.47,52.85,8.21,0.11,53.02
2002-02-04T08:30,1,27.39,5.01,7.94,,3.28,1.13,36.70,4.57,0.21,57.35,13.02,0.12,35.27
2002-02-07T08:35,1,27.11,5.37,8.02,,2.99,1.13,36.11,4.12,0.34,56.83,16.08,0.11,34.83
2002-02-11T12:34,1,26.61,5.86,8.03,,4.00,1.15,39.84,4.30,0.57,56.58,20.12,0.16,42.32
2002-02-13T09:27,1,26.29,5.97,8.00,,5.15,1.07,41.85,4.68,0.70,60.81,17.28,0.15,52.96
2002-02-18T08:40,1,26.26,5.31,8.00,,3.23,1.04,42.24,4.65,0.69,62.85,17.55,0.13,28.40
2002-03-04T08:35,1,25.94,3.85,8.09,,3.70,0.79,40.96,4.07,0.59,63.26,15.20,0.19,35.13
2002-03-11T12:04,1,26.30,5.56,8.08,,3.99,0.86,39.86,3.45,0.35,65.61,13.43,0.13,45.34
2002-03-14T07:47,1,25.39,5.89,8.03,,5.41,0.77,40.71,3.68,0.64,,,0.16,51.78
2002-03-18T07:27,1,26.20,5.13,8.05,,3.67,0.88,37.60,3.70,0.57,64.98,13.15,0.16,36.94
2002-03-21T07:45,1,26.38,5.49,8.12,,2.88,0.83,36.33,3.63,0.54,64.18,6.70,0.14,22.30
2002-03-25T08:15,1,25.31,5.25,8.18,,4.84,0.95,38.29,4.20,0.80,68.20,5.12,,39.73
2002-03-28T07:15,1,25.39,5.60,8.14,,4.83,0.67,34.57,3.30,0.88,65.42,7.36,0.27,22.39
2002-04-02T08:30,1,25.75,6.96,8.17,,5.41,0.59,31.36,1.38,0.69,63.69,7.54,0.15,10.19
2002-04-04T07:35,1,26.40,7.19,8.15,,8.86,0.54,27.14,0.48,0.54,62.17,6.77,0.18,22.08
2002-04-08T07:20,1,25.08,7.63,8.27,,19.46,0.07,13.81,0.37,0.91,52.90,,,20.48
2002-04-11T07:15,1,25.63,7.29,8.38,,25.15,0.01,5.20,0.25,0.74,48.32,9.80,0.26,20.82
2002-04-11T15:52,1,26.47,7.12,8.35,,28.85,0.01,4.70,0.24,0.55,48.69,9.42,0.19,19.64
2002-04-29T08:37,1,26.97,9.35,8.34,,16.19,0.01,0.28,0.62,0.38,30.42,10.35,0.22,17.00
2002-05-02T08:25,1,26.96,9.56,8.40,,10.11,0.03,0.68,0.58,0.29,29.26,9.70,0.22,9.08
2002-05-06T11:20,1,26.93,10.25,8.41,,7.77,0.03,0.27,0.79,0.29,27.70,10.67,0.19,5.20
2002-05-08T08:25,1,26.27,11.73,8.44,,7.45,0.03,0.31,1.25,0.25,14.97,13.06,0.29,8.64
2002-05-13T08:49,1,26.59,13.00,8.42,,6.59,0.03,0.59,0.95,0.30,16.23,13.23,0.25,6.04
2002-05-16T08:38,1,27.51,12.98,8.41,,5.73,0.02,0.42,1.06,0.28,21.81,10.95,0.17,4.78
2002-05-23T08:36,1,27.40,15.94,8.39,,6.57,0.07,0.54,0.99,0.33,14.88,13.01,0.23,4.04
2002-05-27T07:57,1,27.51,15.61,8.37,,13.35,0.03,0.60,0.49,0.30,7.70,16.42,0.35,15.43
2002-05-29T13:30,1,27.99,15.74,8.41,,0.00,0.00,0.12,0.72,0.36,9.66,14.55,0.28,5.92
2002-06-10T13:47,1,28.89,17.29,8.47,,12.70,0.00,0.34,0.55,0.12,2.99,16.03,0.26,5.78
2002-06-11T16:24,1,29.06,17.12,8.39,,8.36,0.01,0.19,0.71,0.16,4.79,14.48,0.27,5.58
2002-06-13T08:31,1,28.84,17.08,8.39,,3.75,0.01,0.96,1.33,0.12,3.65,15.85,0.29,5.96
2002-06-17T11:17,1,28.96,17.39,8.16,,6.17,0.07,0.74,0.90,0.23,3.85,16.04,0.31,8.90
2002-06-20T08:37,1,28.97,18.75,8.20,,5.43,0.09,0.50,0.81,0.20,2.59,14.60,0.34,5.03
2002-06-24T12:10,1,28.94,17.75,8.14,,6.55,0.15,0.63,2.20,0.26,2.22,13.70,0.34,7.31
2002-06-27T08:38,1,29.09,17.46,8.18,,9.38,0.12,0.26,2.19,0.29,1.67,13.41,0.34,8.20
2002-07-01T11:55,1,28.78,15.98,8.13,,6.42,0.31,1.06,2.71,0.23,1.31,15.21,0.34,16.67
2002-07-04T08:00,1,28.92,15.81,8.12,,2.57,0.27,1.68,4.52,0.28,2.43,13.51,0.29,6.26
2002-07-08T15:25,1,28.69,16.92,8.12,,3.34,0.37,2.96,3.79,0.36,2.89,13.49,0.26,5.27
2002-07-11T09:20,1,28.35,18.06,8.16,,5.88,0.29,2.41,2.56,0.44,3.30,15.91,0.34,10.51
2002-07-15T10:35,1,28.59,18.57,8.25,,13.01,,1.95,0.59,0.06,0.48,14.60,,3.23
2002-07-18T07:55,1,28.55,18.94,8.36,,2.63,0.07,2.07,0.39,0.01,0.19,15.01,0.38,6.28
2002-07-25T08:15,1,28.37,17.14,8.21,,4.91,0.28,6.19,0.77,0.05,0.37,15.96,0.45,12.05
2002-07-29T13:05,1,28.10,19.78,7.80,,3.17,0.25,1.90,1.46,0.03,0.11,17.72,0.49,8.14
2002-08-02T10:35,1,28.37,20.07,8.17,,3.24,0.19,2.48,0.78,0.04,0.27,16.60,0.48,2.88
2002-08-05T14:10,1,28.39,20.63,8.16,,6.67,0.22,2.59,0.93,0.04,0.27,16.09,0.50,6.78
2002-08-08T07:50,1,28.22,19.70,8.17,,4.27,0.38,2.53,0.76,0.04,0.67,17.68,0.58,3.38
2002-08-12T15:40,1,28.88,20.20,8.17,,5.06,0.16,1.68,0.67,0.02,0.19,13.71,0.38,2.12
2002-08-15T07:30,1,29.13,20.28,8.17,,4.41,0.25,0.89,0.54,0.02,0.18,14.54,0.42,2.06
2002-08-20T10:30,1,28.96,21.50,8.14,,3.27,0.41,1.56,0.83,0.03,0.26,15.94,0.46,3.68
2002-08-22T07:45,1,28.64,22.27,8.01,,2.73,0.55,1.82,0.52,0.03,0.18,17.18,0.42,3.24
2002-08-29T08:00,1,29.03,21.37,7.99,,4.62,0.40,1.39,0.41,0.02,0.18,14.31,0.42,5.71
2002-09-03T15:40,1,28.79,19.99,8.02,,3.76,0.72,2.16,0.23,0.03,0.18,17.10,0.44,7.80
2002-09-09T14:00,1,29.11,19.40,8.03,,5.63,0.69,3.32,0.77,0.07,0.40,17.12,0.45,10.34
2002-09-12T08:31,1,29.20,19.43,8.07,,4.11,0.73,3.70,0.98,0.11,0.63,16.84,0.44,4.80
2002-09-16T08:45,1,29.23,18.84,8.08,,5.30,0.81,3.87,1.44,0.15,0.92,19.32,0.40,11.45
2002-09-19T07:46,1,29.15,16.99,8.04,,7.08,0.88,2.63,1.35,0.17,0.83,18.03,0.30,15.39
2002-09-23T08:30,1,29.22,14.96,8.08,,7.36,0.78,2.26,1.62,0.15,0.64,17.52,0.43,28.49
2002-09-26T08:04,1,29.32,14.76,8.12,,6.27,0.77,1.45,2.62,0.16,0.70,22.86,0.33,8.36
2002-09-30T08:40,1,29.44,14.39,8.09,,5.35,0.74,1.57,1.91,0.19,0.79,16.51,0.34,4.82
2002-10-02T08:05,1,29.41,14.16,8.08,,5.29,0.79,1.54,1.85,0.23,0.93,17.19,0.26,5.20
2002-10-08T08:25,1,29.21,12.05,8.16,,11.28,0.82,2.25,2.42,0.25,1.16,14.24,0.31,15.80
2002-10-10T08:00,1,29.22,10.91,8.17,,5.22,0.89,2.61,2.59,0.29,1.34,14.60,0.22,7.97
2002-10-14T00:00,1,29.36,9.58,8.19,,3.97,0.73,2.34,2.66,0.21,1.34,14.87,0.30,3.94
2002-10-17T08:10,1,29.19,8.13,8.17,,3.82,0.77,3.50,5.21,0.29,1.18,16.60,0.29,6.54
2002-10-21T08:20,1,28.89,7.51,8.14,,2.91,0.77,4.12,6.77,0.34,0.26,14.28,0.36,7.60
2002-10-24T08:35,1,29.94,8.68,8.20,,3.52,0.75,3.30,3.17,0.23,0.00,23.91,,5.46
2002-10-29T08:30,1,28.51,8.20,8.11,,3.41,0.79,9.71,7.81,0.65,3.48,15.30,0.23,5.84
2002-10-31T08:05,1,28.95,8.44,8.11,,4.52,0.87,8.98,6.74,0.59,4.18,17.07,0.47,11.70
2002-11-04T11:33,1,29.35,7.55,8.11,,5.42,0.96,8.16,6.23,0.61,5.60,14.12,0.19,19.58
2002-11-07T07:55,1,28.72,6.00,8.13,,4.49,0.83,12.72,7.72,0.82,9.37,14.70,0.21,17.65
2002-11-12T08:25,1,27.81,6.22,8.11,,3.24,1.07,14.81,7.08,1.05,11.82,13.07,0.08,6.50
2002-11-14T08:10,1,28.06,6.03,8.10,,2.14,0.96,18.22,8.04,1.07,15.14,15.60,0.19,7.91
2002-11-18T08:45,1,26.69,5.81,8.06,,2.74,0.81,23.38,11.50,1.19,19.41,17.11,0.23,13.52
2002-11-25T08:05,1,27.87,4.89,8.06,,2.03,1.00,23.59,9.75,1.27,21.94,9.58,0.17,7.45
2002-11-28T08:30,1,28.09,5.21,7.97,,2.05,1.11,24.62,9.57,1.24,22.33,15.41,0.31,7.78
2002-12-03T11:05,1,28.35,5.51,8.05,,2.28,1.16,23.46,8.60,1.12,22.79,13.89,0.12,16.58
2002-12-05T08:20,1,26.32,4.96,8.01,,4.63,0.90,32.97,12.94,1.49,29.90,16.10,0.22,30.47
2002-12-09T08:20,1,26.61,3.16,8.03,,4.34,0.97,34.49,11.66,1.79,30.63,16.57,0.19,32.81
2002-12-12T08:35,1,27.40,2.27,7.94,,2.50,1.09,30.16,10.29,1.48,27.85,15.43,0.24,14.90
2002-12-16T08:25,1,27.54,0.35,7.89,,3.68,1.09,32.35,10.83,1.47,29.35,12.75,0.10,27.08
2002-12-19T08:25,1,26.58,-0.82,7.91,,2.95,1.02,37.67,12.11,1.74,32.29,,,17.73
2003-01-13T07:57,1,28.77,-0.95,7.83,,1.84,1.16,29.72,8.29,0.59,29.36,,,18.18
2003-01-20T08:40,1,28.26,1.82,7.94,,4.66,1.09,35.01,9.63,0.99,33.04,12.37,0.15,49.20
2003-01-23T08:30,1,28.46,2.26,7.95,,2.18,1.18,34.25,8.43,1.08,34.10,11.75,0.11,21.28
2003-01-27T08:34,1,28.91,2.81,7.99,,1.62,1.20,34.47,6.09,1.07,42.52,,,17.01
2003-01-30T08:40,1,28.05,3.05,8.01,,1.75,1.05,36.92,8.78,1.21,39.99,11.15,0.16,17.70
2003-02-03T09:05,1,28.69,1.25,8.01,,6.62,0.99,34.60,7.35,,41.11,10.33,0.21,78.35
2003-02-06T08:40,1,28.47,0.48,8.05,,2.35,0.99,36.14,7.05,1.06,42.83,10.16,0.10,26.53
2003-02-10T08:30,1,28.85,1.60,8.02,,2.54,1.07,34.86,7.10,0.93,47.78,12.43,0.10,
2003-02-13T09:08,1,26.98,0.32,8.05,,2.24,0.99,41.81,7.97,1.14,48.71,13.61,0.17,22.42
2003-02-17T08:15,1,26.87,-0.39,8.09,,2.90,1.05,41.95,8.74,1.28,48.15,13.15,0.05,21.22
2003-02-20T08:20,1,27.12,-0.38,8.01,,2.82,0.99,41.29,8.13,1.09,49.51,,,21.09
2003-02-24T08:35,1,27.94,0.34,8.01,,2.29,1.08,37.24,7.71,0.95,47.63,13.59,0.06,17.69
2003-02-27T08:37,1,27.32,0.05,8.06,,2.96,0.98,40.12,7.80,1.03,50.65,11.93,0.12,16.97
2003-03-03T08:15,1,26.48,0.42,8.03,,8.12,0.85,43.76,8.25,1.27,48.18,17.20,0.17,32.44
2003-03-06T08:30,1,27.19,0.85,7.96,,7.02,0.87,39.31,8.22,1.09,50.74,7.82,0.16,20.08
2003-03-10T08:30,1,27.33,2.17,8.08,,6.11,0.88,36.82,7.55,0.81,49.32,14.55,0.12,4.73
2003-03-14T07:45,1,26.71,3.47,8.11,,13.93,0.58,35.70,3.65,1.19,51.42,12.57,0.15,28.18
2003-03-17T08:10,1,26.94,5.13,8.28,,47.54,0.06,11.48,0.33,1.15,38.97,12.53,0.13,24.08
2003-04-03T08:35,1,27.73,6.25,8.38,,18.28,0.04,0.19,0.32,0.57,23.45,13.93,0.20,16.71
2003-04-07T08:35,1,27.63,5.74,8.31,,13.15,0.04,0.34,0.41,0.41,21.13,12.89,0.23,11.32
2003-04-10T08:37,1,28.09,5.31,8.33,,12.13,0.07,0.33,0.43,0.37,19.46,12.43,0.23,7.59
2003-04-17T08:15,1,27.81,8.53,8.31,,10.36,0.01,0.34,0.37,0.26,8.41,13.57,0.46,8.94
2003-04-22T08:35,1,28.50,8.70,8.30,,7.97,0.01,0.44,0.46,0.21,7.78,13.19,0.28,5.32
2003-04-24T10:07,1,28.79,9.28,8.28,,4.21,0.00,0.60,0.60,0.24,8.34,12.59,0.24,
2003-04-28T08:15,1,28.31,10.72,8.22,,3.83,0.03,0.67,1.94,0.18,9.16,10.10,0.37,4.90
2003-05-08T08:37,1,28.90,11.64,8.20,,5.99,0.01,0.44,0.42,0.28,9.36,11.80,0.31,4.64
2003-05-12T10:05,1,29.27,12.21,8.24,,6.13,0.03,0.37,0.93,0.27,11.76,10.91,0.27,5.02
2003-05-15T08:10,1,29.21,10.10,8.20,,8.98,0.05,0.78,0.42,0.27,9.11,12.07,0.28,4.21
2003-05-19T08:35,1,29.46,12.31,8.25,,6.59,0.02,0.59,0.74,0.26,10.91,8.94,0.24,6.00
2003-05-22T08:37,1,29.49,12.98,8.20,,4.86,0.03,0.55,0.67,0.26,13.38,8.43,0.25,6.84
2003-05-26T08:20,1,29.22,13.44,8.16,,7.52,0.07,1.08,2.18,0.30,11.27,10.90,0.30,6.56
2003-05-28T08:20,1,28.93,15.03,8.11,,5.92,0.14,1.22,1.88,0.26,6.22,12.35,0.40,6.52
2003-06-02T08:25,1,28.86,17.10,8.29,,8.32,0.06,0.54,0.55,0.22,1.87,15.38,0.36,2.70
2003-06-05T08:30,1,29.00,18.24,8.32,,11.64,0.04,0.36,0.46,0.14,1.74,14.94,0.30,2.05
2003-06-10T09:05,1,28.65,16.27,8.24,,7.33,0.20,4.09,1.29,0.17,1.81,14.77,0.43,6.16
2003-06-12T08:30,1,28.94,17.24,8.23,,4.04,0.20,2.41,2.10,0.14,1.30,7.30,0.17,4.85
2003-06-16T08:37,1,29.09,16.41,8.21,,5.66,0.15,2.30,1.63,0.21,1.70,13.36,0.28,8.38
2003-06-19T08:15,1,29.59,17.96,8.26,,4.03,0.06,1.17,1.44,0.24,1.67,13.30,0.28,1.22
2003-06-23T08:36,1,29.22,16.30,8.17,,4.82,0.38,3.75,2.53,0.22,1.40,14.77,0.36,11.10
2003-06-26T08:45,1,29.35,15.60,8.12,,4.12,0.35,2.91,3.23,0.23,1.14,14.23,0.34,5.94
2003-07-01T08:20,1,29.29,18.32,8.17,,8.90,0.28,1.17,1.82,0.21,0.97,,0.30,22.28
2003-07-07T08:20,1,29.30,16.44,8.14,,2.64,0.43,2.02,3.04,0.29,1.48,13.94,0.26,6.46
2003-07-10T09:05,1,29.26,16.91,8.16,,6.50,0.30,1.68,1.36,0.26,1.33,10.65,0.22,8.74
2003-07-14T07:45,1,29.34,18.34,8.22,,3.35,0.25,0.96,0.30,0.02,0.07,15.32,0.35,3.90
2003-07-17T08:30,1,29.56,19.80,8.21,,4.53,0.27,1.73,0.31,0.01,0.09,13.57,0.34,6.78
2003-07-21T08:30,1,29.93,18.88,8.20,,2.06,0.23,3.85,0.31,0.01,0.10,12.23,0.26,2.25
2003-07-24T08:30,1,29.74,19.71,8.19,,2.45,0.32,3.17,0.27,0.02,0.08,13.42,0.33,3.34
2003-07-28T08:15,1,29.83,20.34,8.17,,2.88,0.47,4.30,0.79,0.02,0.11,14.54,0.30,0.40
2003-07-31T13:30,1,30.04,21.34,8.15,,3.44,0.38,2.69,0.24,0.01,0.06,13.17,0.36,2.19
2003-08-04T08:35,1,30.37,20.21,8.16,,2.26,0.45,1.56,0.25,0.01,0.06,16.72,0.41,
