Date/Time,Depth water [m],Sal,Temp [°C],pH,O2 [µmol/l],Chl a [µg/l],[PO4]3- [µmol/l],Si(OH)4 [µmol/l],[NH4]+ [µmol/l],[NO2]- [µmol/l],[NO3]- [µmol/l],DON [µmol/l],DOP [µmol/l],SPM [mg/l]
1984-01-05T10:03,1,28.802,3.200,8.13,235.000,4.67,2.88,17.05,1.55,0.28,57.94,,,66.40
1984-01-09T10:04,1,27.513,0.300,8.12,228.438,,2.29,22.50,2.44,0.33,57.87,,,56.00
1984-01-19T10:02,1,28.410,3.100,8.21,238.438,9.00,2.68,21.62,2.44,0.37,64.06,,,64.60
1984-01-30T10:05,1,27.593,2.000,8.27,260.938,2.50,2.73,26.54,2.54,0.45,95.46,,,41.10
1984-02-02T09:45,1,26.580,1.200,8.11,256.250,5.90,5.13,26.54,3.13,0.93,114.20,,,115.20
1984-02-06T09:05,1,27.845,3.200,8.09,244.063,,2.44,23.27,2.89,0.35,85.32,,,51.40
1984-03-08T09:03,1,27.798,4.200,,249.688,2.80,1.11,21.62,10.71,0.72,57.08,,,51.20
1984-03-12T10:55,1,28.154,0.700,,253.750,5.82,3.27,24.78,3.58,1.01,87.95,,,27.70
1984-03-15T09:02,1,27.700,1.100,,250.000,3.08,2.44,29.35,3.58,0.59,81.07,,,34.80
1984-03-19T09:05,1,27.107,1.000,,249.375,5.82,2.24,23.37,4.97,0.10,41.00,,,56.80
1984-03-22T09:15,1,28.082,1.900,,252.500,5.71,2.39,21.79,2.99,0.14,45.61,,,41.70
1984-03-26T10:25,1,28.532,3.500,,256.875,5.41,2.04,19.33,5.02,0.67,47.69,,,24.60
1984-03-29T09:12,1,27.462,3.400,,245.625,3.38,1.70,22.85,5.56,1.13,58.34,,,24.00
1984-04-05T07:45,1,28.815,4.000,,237.500,8.20,1.85,19.51,1.75,0.82,63.20,,,38.00
1984-04-09T08:01,1,29.212,5.000,,251.250,10.58,2.19,12.83,2.00,0.88,80.11,,,11.11
1984-04-17T00:00,1,28.472,4.000,,238.750,5.45,1.85,19.33,2.69,0.82,37.75,,,27.87
1984-04-30T14:04,1,29.788,9.800,,235.938,5.20,3.61,1.93,0.26,0.71,23.23,,,9.73
1984-05-03T08:55,1,29.371,9.100,8.25,212.813,8.23,1.11,2.64,1.95,0.63,33.13,,,14.95
1984-05-07T15:00,1,29.264,9.400,8.23,212.813,6.58,0.72,2.11,1.05,0.67,23.80,,,
1984-05-17T09:25,1,30.235,12.500,8.41,229.063,15.40,0.53,4.39,0.81,0.10,1.58,,,9.90
1984-05-21T10:55,1,30.674,14.800,8.40,203.438,4.85,0.33,2.81,0.66,0.04,0.17,,,12.00
1984-05-24T07:15,1,30.628,13.000,8.13,194.063,8.90,0.48,2.81,0.81,0.14,0.61,,,12.20
1984-05-28T09:55,1,30.051,13.700,8.16,194.063,8.20,0.61,5.45,0.91,0.14,0.54,,,14.30
1984-06-04T09:15,1,30.623,13.800,8.24,168.125,4.85,0.37,6.33,0.87,0.14,0.59,,,11.40
1984-06-07T11:12,1,30.676,15.300,8.27,167.500,9.00,0.37,6.85,1.15,0.34,0.64,,,11.53
1984-06-21T10:00,1,31.143,15.700,8.35,150.938,5.18,0.66,5.45,0.56,0.10,0.66,,,11.00
1984-06-25T08:04,1,31.275,11.400,8.34,178.438,8.20,1.51,12.65,0.66,0.10,0.61,,,12.40
1984-06-28T09:15,1,31.185,12.800,8.30,180.625,11.15,1.79,14.41,1.10,0.12,0.85,,,30.10
1984-07-02T10:55,1,31.402,12.500,8.28,166.250,8.20,0.94,3.87,1.85,0.24,1.59,,,45.70
1984-07-05T09:01,1,31.765,11.800,8.39,184.688,5.40,0.75,9.67,1.00,0.16,1.03,,,10.67
1984-07-09T11:00,1,31.885,16.000,8.38,188.125,5.47,0.70,3.69,0.51,0.10,0.91,,,
1984-07-12T10:55,1,31.460,17.500,8.35,175.938,5.20,0.66,2.81,0.51,0.24,0.99,,,15.87
1984-07-16T09:15,1,31.703,15.500,8.35,148.750,5.20,0.80,2.81,1.70,0.20,1.21,,,21.60
1984-07-19T09:05,1,31.676,16.500,8.35,167.500,5.30,1.27,2.64,1.40,0.30,1.81,,,10.50
1984-07-23T09:00,1,31.754,15.700,8.36,184.375,5.35,0.80,2.81,0.66,0.24,1.29,,,12.10
1984-07-26T09:00,1,31.825,14.700,8.36,173.438,7.70,0.51,2.11,0.21,0.08,0.72,,,19.60
1984-07-30T09:25,1,31.918,15.800,8.37,171.875,7.07,1.13,2.99,0.06,0.03,0.69,,,19.47
1984-08-02T09:01,1,31.964,18.500,8.36,174.688,2.65,,2.64,0.71,0.14,1.04,,,11.05
1984-08-06T11:38,1,31.697,17.500,8.36,175.000,1.40,0.70,4.75,1.25,0.32,1.55,,,7.50
1984-08-09T09:15,1,31.678,17.500,8.39,179.063,4.10,0.70,3.69,0.51,0.20,1.01,,,7.55
1984-08-13T09:08,1,31.925,21.200,8.44,170.938,1.45,0.61,4.22,0.00,0.08,0.00,,,5.25
1984-08-16T09:01,1,32.106,18.400,8.43,171.875,2.65,0.66,3.52,0.26,0.83,0.42,,,8.30
1984-08-20T11:03,1,32.178,18.400,8.42,166.563,1.45,0.99,3.34,0.56,0.12,0.55,,,9.20
1984-08-23T09:03,1,32.162,22.000,8.43,170.000,2.80,0.70,2.81,0.06,0.01,0.45,,,15.40
1984-08-27T09:00,1,32.241,19.200,8.44,167.813,5.30,1.36,3.16,0.31,0.18,0.97,,,34.25
1984-08-30T10:05,1,32.284,19.000,8.42,167.188,5.30,1.22,3.69,0.31,0.04,0.43,,,27.30
1984-09-03T08:55,1,32.349,18.000,8.36,165.625,10.40,1.18,4.75,2.99,0.03,1.79,,,30.40
1984-09-06T07:02,1,32.011,13.500,8.39,182.813,4.40,1.69,4.75,1.10,0.26,1.08,,,34.15
1984-09-10T09:00,1,32.128,13.500,8.35,177.188,10.83,1.27,5.62,0.86,0.10,1.16,,,57.73
1984-09-13T09:00,1,31.832,11.900,8.35,184.688,13.12,1.65,3.52,1.23,0.34,1.38,,,83.50
1984-09-17T08:04,1,31.530,13.500,8.12,187.188,5.65,1.89,5.10,1.80,0.64,2.17,,,28.20
1984-09-20T09:15,1,31.891,14.000,8.25,186.875,6.58,1.37,2.29,1.23,0.30,1.57,,,6.03
1984-09-24T08:15,1,31.127,12.800,8.26,180.938,3.78,1.13,4.04,1.23,0.38,3.78,,,14.48
1984-10-08T13:03,1,30.561,12.500,8.30,196.563,10.72,1.75,5.80,2.68,0.50,4.31,,,17.80
1984-10-15T09:05,1,30.076,11.000,8.15,193.750,6.16,1.13,4.92,3.00,0.68,7.55,,,18.45
1984-10-18T10:35,1,29.975,11.500,8.25,186.563,8.58,1.37,5.45,3.20,0.82,10.54,,,17.24
1984-10-22T10:45,1,30.209,10.200,8.25,190.313,15.90,2.45,8.44,7.67,0.90,15.50,,,65.00
1984-10-25T08:02,1,29.575,10.000,8.21,197.813,11.20,2.17,10.37,4.55,0.98,16.00,,,54.80
1984-10-29T11:05,1,29.593,10.800,8.23,199.375,5.35,1.84,11.95,6.06,2.19,30.90,,,23.60
1984-11-01T09:01,1,29.143,10.700,8.22,200.000,3.57,1.89,13.71,7.15,2.65,34.23,,,13.67
1984-11-05T11:12,1,27.281,10.800,8.24,205.000,5.20,0.90,13.01,5.02,3.23,40.06,,,12.33
1984-11-12T08:45,1,28.598,6.300,8.23,213.750,10.00,2.26,14.94,5.59,2.69,42.40,,,34.50
1984-11-15T08:48,1,28.484,3.800,8.25,223.438,8.20,2.08,19.86,6.63,2.95,54.44,,,40.70
1984-11-19T09:03,1,28.823,3.400,8.15,232.500,,1.75,14.59,3.88,3.89,39.59,,,15.10
1984-11-22T10:00,1,28.664,5.050,8.19,228.750,5.20,1.79,15.47,3.83,4.49,42.17,,,18.00
1984-11-26T10:05,1,28.075,5.900,8.17,218.125,4.50,1.94,18.81,4.97,3.97,44.55,,,20.80
1984-11-29T09:25,1,28.965,7.200,8.21,238.438,5.35,2.64,13.71,4.14,2.85,38.90,,,25.30
1984-12-03T09:25,1,29.481,5.200,8.20,230.625,5.35,1.79,13.36,3.88,3.07,40.14,,,24.90
1984-12-06T09:25,1,28.547,5.200,8.17,231.875,3.57,1.89,16.87,5.02,2.77,49.84,,,14.47
1984-12-13T09:05,1,27.567,4.800,8.19,238.750,3.47,2.31,19.68,3.77,3.01,46.34,,,14.80
1984-12-17T09:35,1,28.623,2.300,8.16,241.563,4.85,2.83,20.21,3.83,2.01,55.85,,,16.30
1984-12-20T09:45,1,28.303,3.700,8.39,255.000,4.85,2.36,18.45,4.09,1.68,53.09,,,22.20
1985-01-03T09:05,1,27.431,-0.800,8.30,253.750,2.95,2.45,25.13,3.10,0.84,64.81,,,39.00
1985-02-28T10:15,1,29.196,0.100,8.27,260.313,4.10,3.77,26.01,4.29,0.72,54.92,,,10.70
1985-03-07T10:35,1,27.695,0.900,7.98,260.000,4.10,2.22,19.51,1.75,0.54,52.62,,,17.40
1985-03-11T10:04,1,28.364,1.000,8.12,275.000,9.37,4.57,15.99,3.15,0.58,52.38,,,20.93
1985-03-14T09:12,1,28.039,1.300,8.15,278.438,18.07,1.32,18.63,1.65,0.78,57.10,,,21.20
1985-03-25T08:55,1,28.087,3.100,8.65,314.063,59.27,0.29,2.46,0.45,0.76,31.07,,,20.07
1985-04-01T10:02,1,28.412,4.300,8.82,262.500,29.07,3.91,4.75,0.50,0.48,26.21,,,
1985-04-04T09:01,1,27.802,8.300,8.77,247.500,15.90,0.38,2.29,1.28,0.56,26.89,,,16.50
1985-04-11T09:01,1,27.949,4.700,8.68,247.500,34.80,0.33,3.69,0.35,0.48,12.92,,,18.93
1985-04-15T09:02,1,28.158,5.650,8.79,279.063,28.75,0.48,1.58,0.04,0.84,27.29,,,9.15
1985-04-18T09:25,1,27.758,7.900,8.79,250.625,9.40,0.29,4.04,0.87,0.62,26.55,,,11.25
1985-04-22T09:01,1,27.901,6.700,8.85,222.813,7.65,0.29,6.50,1.65,0.60,23.31,,,8.95
1985-04-25T10:25,1,27.917,6.200,8.80,240.313,24.63,0.62,2.29,0.40,0.66,17.61,,,14.55
1985-05-09T12:05,1,27.655,10.700,8.62,205.313,16.00,0.05,2.64,0.40,0.24,0.66,,,66.00
1985-06-03T13:15,1,29.716,17.500,8.14,166.250,11.20,0.66,4.39,0.76,0.18,0.46,,,19.50
1985-06-06T09:02,1,29.939,15.500,8.23,155.313,5.30,0.61,2.64,1.28,0.32,0.62,,,42.80
1985-06-10T09:00,1,30.440,14.200,8.35,178.750,4.70,0.76,1.41,0.66,0.16,0.56,,,8.70
1985-06-13T09:05,1,30.183,14.000,8.25,178.750,5.15,0.19,5.98,1.80,0.15,0.65,,,12.10
1985-06-20T09:08,1,29.708,13.900,8.08,190.000,5.30,0.85,3.69,1.39,0.30,0.08,,,28.40
1985-06-24T08:55,1,29.873,15.300,8.15,203.438,3.93,1.46,3.34,0.40,0.16,0.00,,,7.73
1985-06-27T09:00,1,30.166,17.400,8.31,183.125,2.35,0.05,3.69,0.24,0.16,0.00,,,23.40
1985-07-01T09:00,1,30.059,16.100,8.22,155.000,5.15,0.99,3.69,0.61,0.14,0.00,,,17.30
1985-07-04T09:00,1,30.067,17.600,8.22,187.500,3.80,3.87,2.11,0.87,0.18,0.09,,,18.00
1985-07-08T08:55,1,30.502,15.600,8.31,176.250,5.55,0.81,2.81,0.66,0.10,0.00,,,15.55
1985-07-11T09:05,1,30.450,16.400,8.24,179.375,2.28,0.81,2.29,0.19,0.20,0.00,,,9.20
1985-07-15T09:15,1,30.442,16.900,8.20,170.938,2.65,1.94,2.99,0.82,0.06,0.09,,,9.30
1985-07-18T08:05,1,30.586,19.400,8.20,179.375,3.53,1.04,2.64,1.13,0.24,0.21,,,11.87
1985-07-22T10:03,1,30.544,17.000,8.22,176.875,4.28,1.42,3.16,0.71,0.30,0.22,,,13.52
1985-07-25T09:00,1,30.545,18.000,8.22,180.313,3.73,0.99,2.29,2.63,0.32,0.80,,,9.83
1985-08-01T08:55,1,29.944,15.800,8.61,165.000,7.47,1.37,1.41,0.35,0.22,0.08,,,17.20
1985-08-08T08:04,1,30.118,15.300,8.57,177.500,4.28,2.22,2.64,4.71,0.52,2.54,,,8.20
1985-08-12T09:25,1,30.001,17.100,8.58,186.563,4.60,0.81,1.76,2.37,0.52,1.10,,,7.32
1985-08-15T08:55,1,29.666,18.300,8.50,178.125,3.28,0.99,1.58,3.83,0.44,1.91,,,8.24
1985-08-19T10:03,1,29.346,19.200,8.58,185.313,2.12,1.37,2.81,2.11,0.32,0.84,,,6.40
1985-08-22T10:03,1,29.655,17.900,8.63,176.563,2.73,0.85,2.46,2.17,0.32,1.02,,,6.70
1985-08-26T11:05,1,29.744,16.200,8.48,165.625,1.77,2.64,2.99,4.45,0.44,2.45,,,7.20
1985-08-29T13:02,1,29.630,18.100,8.46,175.625,0.90,1.46,4.57,4.40,0.58,2.96,,,6.23
1985-09-02T09:01,1,29.418,15.600,8.60,176.875,8.68,1.75,1.93,3.67,0.52,1.69,,,7.80
1985-09-05T09:25,1,29.413,15.100,8.48,166.875,3.45,1.94,5.10,2.63,0.50,3.59,,,7.70
1985-09-09T09:00,1,29.376,13.200,8.46,191.563,11.60,2.55,6.15,6.11,0.62,2.99,,,36.20
1985-09-12T09:03,1,29.467,12.800,8.40,187.500,9.40,0.48,5.63,7.30,0.80,0.96,,,27.40
1985-09-16T09:31,1,29.957,13.000,8.44,180.625,5.30,2.36,6.15,8.70,0.98,8.75,,,32.40
1985-09-19T08:55,1,29.622,13.500,8.38,185.625,1.06,1.94,7.38,2.37,1.38,7.34,,,23.50
1985-10-07T11:04,1,29.608,14.500,8.22,184.063,5.60,4.29,3.87,9.90,1.66,10.39,,,35.10
1985-10-10T10:03,1,29.775,13.500,8.51,189.375,5.73,0.81,1.93,5.64,1.16,7.76,,,12.90
1985-10-14T13:04,1,29.403,13.000,8.45,194.375,10.60,5.09,3.69,7.82,1.36,9.78,,,33.80
1985-10-17T14:15,1,29.197,12.500,8.43,196.875,4.55,1.65,5.80,7.30,1.85,16.70,,,22.20
1985-10-21T08:45,1,29.442,10.500,8.38,183.125,0.58,4.53,7.73,9.69,2.07,15.82,,,10.95
1985-10-24T11:03,1,29.490,9.500,8.38,207.188,2.91,1.94,5.27,9.17,2.41,17.68,,,53.10
1985-10-28T10:01,1,29.118,9.000,8.29,205.000,0.00,1.56,5.45,11.66,3.07,16.85,,,25.15
1985-10-31T09:41,1,29.131,8.600,8.26,203.750,0.53,5.66,7.91,1.33,2.77,20.56,,,14.20
1985-11-04T09:15,1,29.427,7.600,8.29,213.750,0.70,5.23,8.44,10.00,1.70,13.98,,,13.13
1985-11-07T10:04,1,29.673,8.000,8.36,212.813,1.65,0.62,7.03,8.29,2.15,12.18,,,13.95
1985-11-11T10:05,1,29.763,6.900,8.37,183.750,2.10,2.08,9.14,7.51,1.83,19.55,,,89.40
1985-11-14T10:35,1,28.966,4.700,8.30,217.500,2.40,1.65,14.41,9.79,2.73,22.65,,,19.30
1985-11-18T09:22,1,28.976,2.900,8.31,231.250,1.06,1.28,12.48,9.22,2.55,23.65,,,22.20
1985-11-21T09:02,1,29.102,2.200,8.29,235.313,0.77,4.38,11.78,8.34,2.99,29.42,,,46.67
1985-11-25T10:35,1,28.749,2.700,8.30,239.063,3.53,1.37,13.71,9.43,2.77,24.03,,,15.00
1985-11-28T09:42,1,28.232,1.500,8.28,248.750,2.40,1.04,17.22,8.70,2.91,27.34,,,18.50
1985-12-02T09:04,1,28.410,6.100,8.27,251.250,0.95,1.98,14.41,8.65,2.59,25.49,,,21.80
1985-12-05T09:03,1,28.809,4.300,8.27,242.500,2.35,1.23,13.88,7.56,2.93,30.98,,,10.75
1985-12-09T09:45,1,27.958,3.700,8.26,229.375,5.25,2.92,16.87,7.56,2.45,35.54,,,25.20
1985-12-12T09:26,1,27.368,2.800,8.22,210.313,0.00,0.95,15.99,12.44,3.13,44.84,,,27.80
1985-12-19T09:03,1,27.385,4.300,8.25,229.688,0.95,3.30,19.33,5.49,2.33,48.94,,,15.60
1986-01-13T09:05,1,28.342,2.400,8.37,228.750,2.35,2.77,22.37,4.98,0.54,47.28,,,92.00
1986-01-20T10:54,1,28.139,2.600,8.31,259.375,2.30,2.59,20.87,4.13,0.34,45.13,,,37.20
1986-01-23T09:57,1,27.561,2.850,8.29,249.375,4.53,2.73,25.56,5.21,0.42,54.86,,,47.20
1986-01-30T09:02,1,25.998,0.200,8.37,230.938,1.20,3.05,26.68,5.78,0.36,70.67,,,67.20
1986-02-03T09:11,1,25.646,-0.500,8.39,272.813,2.09,3.05,27.99,6.86,0.48,64.23,,,130.73
1986-02-06T09:35,1,26.105,-2.500,8.36,275.313,5.40,2.68,28.75,7.03,0.22,58.04,,,82.00
1986-03-20T09:01,1,29.496,1.000,8.42,274.063,8.25,1.51,17.49,2.82,0.52,33.93,,,13.20
1986-03-24T08:05,1,29.690,2.700,8.56,252.813,21.80,1.41,10.55,0.89,0.40,39.83,,,36.40
1986-03-27T08:55,1,29.594,3.200,8.43,247.813,27.00,2.35,8.30,3.39,0.46,35.93,,,64.40
1986-04-03T09:01,1,29.411,2.800,8.47,247.813,11.05,1.42,9.05,2.02,0.42,41.14,,,24.80
1986-04-10T07:03,1,28.700,4.200,8.56,249.688,25.80,1.00,3.23,0.94,0.59,32.27,,,68.80
1986-04-14T08:05,1,29.235,3.000,8.69,288.438,36.15,1.05,3.04,0.66,0.91,20.98,,,17.10
1986-04-17T08:51,1,28.720,5.000,8.78,276.875,22.40,0.44,2.67,0.00,0.89,19.49,,,7.60
1986-04-21T09:00,1,28.603,7.300,8.86,270.313,11.10,1.23,2.48,1.00,1.07,18.79,,,27.80
1986-04-24T11:02,1,28.729,8.400,8.72,201.875,24.35,0.16,2.10,0.00,0.83,17.45,,,25.50
1986-04-28T08:47,1,29.420,7.800,8.87,266.563,18.38,0.21,2.48,0.32,0.77,17.18,,,8.70
1986-05-05T09:16,1,28.546,14.200,8.91,218.750,20.55,0.40,0.04,0.20,0.59,0.69,,,26.90
1986-05-15T11:15,1,29.164,12.300,8.64,203.438,15.45,0.96,3.04,0.66,0.44,16.24,,,25.50
1986-05-22T13:03,1,29.369,13.000,8.35,210.000,19.00,0.58,1.92,1.11,0.87,31.72,,,21.40
1986-06-16T09:00,1,29.217,17.700,8.59,245.625,15.00,0.54,2.85,0.66,0.54,12.19,,,40.20
1986-06-19T09:00,1,29.447,13.400,8.67,178.750,41.00,0.07,1.92,0.72,0.46,2.47,,,32.00
1986-06-23T08:05,1,29.107,20.300,8.63,210.313,24.30,0.30,2.10,0.00,0.18,0.00,,,40.20
1986-06-26T08:05,1,29.494,20.700,8.68,154.063,8.90,0.16,1.73,0.83,0.24,0.25,,,14.90
1986-06-30T09:05,1,29.662,19.200,8.52,154.063,5.40,0.68,2.48,2.48,0.06,0.30,,,12.10
1986-07-03T08:55,1,29.827,19.500,8.44,151.563,7.43,0.82,2.85,0.54,0.16,0.03,,,9.93
1986-07-07T09:00,1,29.937,18.400,8.38,162.188,9.13,0.91,2.67,0.20,0.08,0.00,,,8.60
1986-07-10T09:02,1,30.126,16.500,8.41,174.063,7.28,0.82,3.04,1.28,0.06,0.00,,,9.15
1986-07-14T08:05,1,30.209,16.500,8.30,182.500,9.90,0.35,0.04,0.83,0.02,0.00,,,8.67
1986-07-17T08:56,1,30.514,17.100,8.31,180.000,9.57,3.19,3.04,0.26,0.02,0.00,,,10.80
1986-07-21T08:45,1,30.625,18.400,8.25,172.500,4.48,1.19,3.79,0.03,0.02,0.01,,,9.65
1986-07-24T10:05,1,30.834,16.600,8.30,170.625,4.33,0.96,1.92,0.49,0.26,0.24,,,10.40
1986-08-11T08:47,1,30.730,18.100,8.56,185.313,9.58,0.63,1.06,0.72,0.16,0.12,,,7.36
1986-08-14T08:45,1,30.654,18.000,8.41,177.813,3.56,0.77,1.35,2.02,0.24,0.30,,,11.73
1986-08-18T08:49,1,30.787,15.800,8.47,170.938,2.33,0.72,1.35,1.91,0.24,1.48,,,6.60
1986-08-21T09:07,1,30.736,16.400,8.47,179.375,2.90,2.21,2.67,2.14,0.44,1.47,,,30.45
1986-08-25T11:45,1,30.852,17.100,8.47,200.000,9.50,0.77,0.42,0.00,0.14,0.00,,,7.40
1986-08-28T07:02,1,30.456,15.000,8.42,179.063,14.29,1.28,3.61,2.31,0.20,0.58,,,30.13
1986-09-01T07:22,1,30.509,14.450,8.47,189.063,4.67,0.82,2.10,1.00,0.02,0.00,,,11.40
1986-09-04T09:08,1,30.343,13.300,8.25,190.313,4.65,1.47,2.67,0.49,0.02,0.14,,,20.00
1986-09-08T08:47,1,30.220,11.350,8.32,190.000,3.73,1.28,3.79,1.74,0.40,1.80,,,8.87
1986-09-11T08:37,1,30.216,13.300,8.35,193.750,4.07,1.09,5.67,3.39,0.46,2.08,,,8.87
1986-09-15T08:48,1,30.082,11.900,8.33,190.938,3.73,0.91,1.73,3.50,0.32,2.32,,,8.00
1986-09-22T08:45,1,30.203,12.300,8.41,202.188,8.63,1.00,0.60,1.40,0.20,1.72,,,8.27
1986-09-25T09:24,1,30.008,13.100,8.39,196.250,3.50,1.19,2.10,2.99,0.20,2.12,,,5.72
1986-09-29T10:35,1,30.341,13.000,8.27,205.938,2.03,0.77,3.42,0.60,0.08,0.55,,,7.60
1986-10-06T13:01,1,30.229,12.500,8.33,194.375,3.75,0.82,1.73,2.08,0.26,1.47,,,10.20
1986-10-09T07:45,1,30.307,13.000,8.15,186.875,3.48,1.23,3.98,1.97,0.28,1.02,,,7.75
1986-10-12T09:02,1,30.301,12.000,8.18,186.875,2.58,0.91,0.98,0.15,0.26,1.52,,,9.45
1986-10-16T13:04,1,30.525,11.000,8.10,205.313,1.75,1.00,1.73,0.94,0.40,1.62,,,7.25
1986-10-23T13:02,1,30.178,9.900,8.13,206.250,2.77,1.05,4.73,2.02,0.44,3.27,,,13.40
1986-10-27T09:15,1,29.782,8.500,8.26,207.813,3.50,1.19,5.48,5.27,0.61,5.12,,,16.00
1986-10-30T11:25,1,29.371,9.000,8.26,211.875,2.03,1.61,7.55,3.33,0.89,9.03,,,15.70
1986-11-03T09:09,1,28.971,7.500,8.29,213.750,4.15,1.51,9.61,7.66,0.81,10.83,,,23.60
1986-11-06T09:12,1,28.710,7.700,8.28,215.938,5.60,1.70,9.05,7.60,0.83,18.16,,,26.50
1986-11-10T09:35,1,29.310,8.100,8.24,229.063,0.00,1.65,7.36,7.55,1.58,20.99,,,27.10
1986-11-13T10:45,1,28.402,7.600,8.30,238.750,3.50,1.98,14.67,8.40,1.82,31.12,,,27.40
1986-11-17T09:01,1,28.315,7.800,8.25,215.313,4.65,2.03,13.92,7.83,2.03,24.72,,,23.70
1986-11-20T09:38,1,28.705,6.900,8.27,224.688,1.15,2.12,12.61,3.73,2.31,28.23,,,34.60
1986-11-24T09:12,1,28.634,7.200,8.26,217.188,3.95,2.73,12.80,6.12,2.65,40.55,,,24.10
1986-11-27T09:02,1,28.167,8.000,8.26,215.313,0.00,2.12,16.74,4.53,3.10,41.64,,,24.50
1986-12-01T09:22,1,27.899,7.500,8.23,217.500,3.00,3.42,18.80,5.33,3.20,46.96,,,27.00
1986-12-04T09:24,1,28.376,8.000,8.25,220.313,0.00,4.12,20.30,5.27,2.07,59.35,,,54.00
1986-12-08T09:02,1,28.322,6.500,8.24,217.813,2.35,5.89,21.24,4.02,1.68,44.33,,,31.30
1986-12-15T09:18,1,28.412,4.300,8.29,232.188,0.00,5.47,21.62,5.61,0.87,52.21,,,61.90
1987-01-05T09:03,1,29.081,1.800,8.29,253.125,0.00,3.38,18.99,6.18,0.26,47.33,,,45.50
1987-01-08T09:03,1,28.922,1.200,8.33,249.375,3.30,3.10,24.24,2.94,0.16,49.79,,,82.40
1987-02-09T08:05,1,29.538,-0.500,8.43,256.563,0.00,4.96,23.68,7.55,0.26,40.91,,,23.20
1987-02-12T08:55,1,28.992,0.500,8.35,221.563,0.00,1.84,23.87,5.10,0.58,57.81,,,27.50
1987-02-16T09:00,1,28.150,0.100,8.36,254.688,0.00,3.45,21.05,1.93,0.73,50.38,,,21.10
1987-02-19T09:38,1,27.858,1.000,8.20,271.250,0.00,1.75,22.74,8.28,0.50,55.87,,,15.00
1987-02-23T09:02,1,28.372,1.600,8.33,268.750,0.00,1.56,21.05,4.13,0.40,58.12,,,53.10
1987-02-26T09:25,1,27.827,-0.200,8.33,268.750,0.00,1.93,23.87,6.01,0.61,58.93,,,26.70
1987-03-05T08:05,1,28.570,-0.500,8.22,260.000,3.28,2.31,20.11,9.02,0.48,51.13,,,30.60
1987-03-30T16:02,1,28.341,4.500,8.23,248.750,31.88,1.84,7.54,4.93,0.52,51.82,,,60.30
1987-04-02T16:05,1,28.403,4.200,8.47,259.688,35.50,1.19,3.23,1.40,0.38,58.61,,,40.20
1987-04-13T17:00,1,27.572,7.600,8.47,245.000,3.78,0.54,0.98,2.88,0.59,53.14,,,12.75
1987-04-16T17:00,1,28.538,7.000,8.26,245.000,2.33,0.68,6.04,2.88,0.87,62.72,,,12.00
1987-04-23T16:55,1,27.489,10.800,8.39,249.063,11.98,0.03,0.60,1.40,0.67,39.43,,,12.35
1987-04-27T16:00,1,28.104,11.000,8.60,277.500,,0.26,0.04,0.37,0.93,37.63,,,11.85
1987-04-30T15:01,1,28.112,11.900,8.71,274.688,12.50,0.26,0.79,1.11,0.67,40.18,,,11.40
1987-05-04T16:00,1,27.823,11.000,8.70,215.625,9.97,0.21,1.35,0.54,0.83,33.94,,,10.04
1987-05-07T17:00,1,27.680,11.400,8.70,226.250,14.40,0.30,1.92,0.20,0.71,20.99,,,16.20
1987-05-11T16:05,1,28.300,10.000,8.51,223.750,17.63,0.12,3.23,0.83,0.44,18.05,,,27.40
1987-05-18T16:00,1,28.609,11.500,8.58,233.750,12.71,0.30,0.23,1.00,0.56,18.60,,,17.10
1987-06-01T17:00,1,29.391,12.500,8.59,215.313,7.34,0.21,1.73,0.66,0.26,8.59,,,13.45
1987-06-04T16:05,1,28.947,14.100,8.42,174.063,1.54,0.40,3.61,3.39,0.38,5.72,,,10.20
1987-06-11T16:05,1,28.584,13.500,8.26,183.125,3.77,0.77,1.92,4.47,0.44,12.16,,,12.15
1987-06-15T16:01,1,28.747,14.000,8.57,245.313,9.33,0.12,0.23,0.83,0.58,11.47,,,6.90
1987-06-18T17:00,1,28.554,12.500,8.50,219.063,,0.72,0.42,0.83,0.18,0.06,,,
1987-06-22T08:55,1,28.182,11.900,8.65,222.500,15.48,0.30,3.04,0.03,0.08,0.00,,,12.38
1987-06-25T09:00,1,28.118,13.000,8.68,184.688,4.62,1.14,4.17,0.26,0.42,0.03,,,15.30
1987-06-29T08:05,1,28.271,14.800,8.68,189.688,4.82,0.26,3.79,0.54,0.00,0.00,,,16.90
1987-07-02T09:00,1,28.270,16.000,8.67,203.125,4.77,0.58,2.48,0.20,0.02,0.00,,,11.40
1987-07-06T16:00,1,28.290,21.000,8.43,177.188,2.60,1.84,4.17,0.83,0.16,0.16,,,20.00
1987-07-09T17:05,1,28.506,17.100,8.54,167.813,2.90,1.09,3.42,0.89,0.10,0.19,,,7.38
1987-07-13T16:00,1,28.731,17.000,8.50,170.000,4.36,1.19,3.98,0.77,0.26,0.07,,,22.40
1987-07-20T16:05,1,28.156,18.300,8.27,173.438,10.55,0.68,3.42,2.76,0.52,0.51,,,25.40
1987-07-23T17:05,1,28.545,19.800,8.37,134.688,7.42,0.86,4.17,1.00,0.26,1.43,,,11.20
1987-07-27T16:01,1,28.739,16.500,8.39,188.125,9.02,1.00,4.36,2.65,0.34,0.64,,,14.07
